BOOKINGSORDERDATE,BOOKINGSSTATUS,PRODUCTCODE,CUSTOMERNAME,BOOKINGSCOUNTRY,BOOKINGSTERRITORY,BOOKINGSQUANTITYORDERED
11/8/2003 0:00,Shipped,S24_2841,Alpha Cognac,France,EMEA,5496
11/14/2003 0:00,Shipped,S24_2841,"Double Decker Gift Stores, Ltd",UK,EMEA,3044
11/27/2003 0:00,Shipped,S24_2841,Cruz & Sons Co.,Philippines,Japan,6510
1/9/2004 0:00,Shipped,S24_2841,"Men 'R' US Retailers, Ltd.",USA,NA,7070
2/19/2004 0:00,Shipped,S24_2841,Collectable Mini Designs Co.,USA,NA,5216
5/8/2004 0:00,Shipped,S24_2841,Cambridge Collectables Co.,USA,NA,2712
6/24/2004 0:00,Cancelled,S24_2841,Euro Shopping Channel,Spain,EMEA,3222
7/21/2004 0:00,Shipped,S24_2841,Collectables For Less Inc.,USA,NA,5206
8/21/2004 0:00,Shipped,S24_2841,"Norway Gifts By Mail, Co.",Norway,EMEA,4438
9/15/2004 0:00,Shipped,S24_2841,"Bavarian Collectables Imports, Co.",Germany,EMEA,2992
10/14/2004 0:00,Shipped,S24_2841,"Classic Gift Ideas, Inc",USA,NA,3768
11/1/2004 0:00,Shipped,S24_2841,giftsbymail.co.uk,UK,EMEA,4332
11/12/2004 0:00,Shipped,S24_2841,Rovelli Gifts,Italy,EMEA,5656
11/23/2004 0:00,Shipped,S24_2841,"Tokyo Collectables, Ltd",Japan,Japan,12428
12/3/2004 0:00,Shipped,S24_2841,"Stylish Desk Decors, Co.",UK,EMEA,3734
1/31/2005 0:00,Shipped,S24_2841,"Oulu Toy Supplies, Inc.",Finland,EMEA,5352
3/1/2005 0:00,Resolved,S24_2841,Euro Shopping Channel,Spain,EMEA,4364
3/30/2005 0:00,Shipped,S24_2841,Reims Collectables,France,EMEA,3222
4/1/2005 0:00,Shipped,S24_2841,The Sharp Gifts Warehouse,USA,NA,2958
5/9/2005 0:00,Disputed,S24_2841,"Australian Collectables, Ltd",Australia,APAC,2848
3/18/2003 0:00,Shipped,S24_2887,"AV Stores, Co.",UK,EMEA,11884
5/21/2003 0:00,Shipped,S24_2887,Signal Gift Stores,USA,NA,4696
9/11/2003 0:00,Shipped,S24_2887,"Anna's Decorations, Ltd",Australia,APAC,8784
10/17/2003 0:00,Shipped,S24_2887,Heintze Collectables,Denmark,EMEA,5518
11/5/2003 0:00,Shipped,S24_2887,Rovelli Gifts,Italy,EMEA,5456
11/12/2003 0:00,Shipped,S24_2887,Mini Gifts Distributors Ltd.,USA,NA,4790
11/20/2003 0:00,Shipped,S24_2887,Online Diecast Creations Co.,USA,NA,6104
12/2/2003 0:00,Shipped,S24_2887,Muscle Machine Inc,USA,NA,8484
1/22/2004 0:00,Shipped,S24_2887,"Double Decker Gift Stores, Ltd",UK,EMEA,5580
3/2/2004 0:00,Shipped,S24_2887,"Saveley & Henriot, Co.",France,EMEA,8680
4/13/2004 0:00,Shipped,S24_2887,Mini Caravy,France,EMEA,5524
7/7/2004 0:00,Shipped,S24_2887,Muscle Machine Inc,USA,NA,9290
8/9/2004 0:00,Shipped,S24_2887,Euro Shopping Channel,Spain,EMEA,11160
9/1/2004 0:00,Shipped,S24_2887,Handji Gifts& Co,Singapore,APAC,13078
10/6/2003 0:00,Shipped,S24_2887,"UK Collectables, Ltd.",UK,EMEA,11096
10/16/2004 0:00,Shipped,S24_2887,Euro Shopping Channel,Spain,EMEA,9190
11/17/2004 0:00,Shipped,S24_2887,"AV Stores, Co.",UK,EMEA,3718
11/29/2004 0:00,Shipped,S24_2887,Signal Gift Stores,USA,NA,4186
1/19/2005 0:00,Shipped,S24_2887,Mini Gifts Distributors Ltd.,USA,NA,8446
2/16/2005 0:00,Shipped,S24_2887,Euro Shopping Channel,Spain,EMEA,3192
4/22/2005 0:00,On Hold,S24_2887,The Sharp Gifts Warehouse,USA,NA,11640
5/29/2005 0:00,In Process,S24_2887,Souveniers And Things Co.,Australia,APAC,10592
3/10/2003 0:00,Shipped,S24_2972,Motor Mint Distributors Inc.,USA,NA,1860
5/8/2003 0:00,Shipped,S24_2972,Marseille Mini Autos,France,EMEA,2414
7/2/2003 0:00,Shipped,S24_2972,Mini Gifts Distributors Ltd.,USA,NA,1434
9/5/2003 0:00,Shipped,S24_2972,Collectables For Less Inc.,USA,NA,2132
10/11/2003 0:00,Shipped,S24_2972,"Men 'R' US Retailers, Ltd.",USA,NA,3108
11/5/2003 0:00,Shipped,S24_2972,Quebec Home Shopping Network,Canada,NA,2554
11/12/2003 0:00,Shipped,S24_2972,Herkku Gifts,Norway,EMEA,3156
11/20/2003 0:00,Shipped,S24_2972,Online Diecast Creations Co.,USA,NA,1834
12/2/2003 0:00,Shipped,S24_2972,Euro Shopping Channel,Spain,EMEA,1554
1/16/2004 0:00,Shipped,S24_2972,Euro Shopping Channel,Spain,EMEA,2952
2/22/2004 0:00,Shipped,S24_2972,"Vida Sport, Ltd",Switzerland,EMEA,3076
4/12/2004 0:00,Shipped,S24_2972,"Oulu Toy Supplies, Inc.",Finland,EMEA,1782
6/1/2004 0:00,Cancelled,S24_2972,"UK Collectables, Ltd.",UK,EMEA,3412
7/6/2004 0:00,Shipped,S24_2972,L'ordine Souveniers,Italy,EMEA,2746
8/6/2004 0:00,Shipped,S24_2972,Signal Gift Stores,USA,NA,2410
8/30/2004 0:00,Shipped,S24_2972,"Vida Sport, Ltd",Switzerland,EMEA,2854
10/5/2003 0:00,Shipped,S24_2972,"Norway Gifts By Mail, Co.",Norway,EMEA,3298
10/16/2004 0:00,Shipped,S24_2972,"Toms Spezialitten, Ltd",Germany,EMEA,2766
11/4/2004 0:00,Shipped,S24_2972,FunGiftIdeas.com,USA,NA,2458
11/17/2004 0:00,Shipped,S24_2972,Motor Mint Distributors Inc.,USA,NA,2280
11/24/2004 0:00,Shipped,S24_2972,"Australian Collectors, Co.",Australia,APAC,3150
12/7/2004 0:00,Shipped,S24_2972,Euro Shopping Channel,Spain,EMEA,2772
1/12/2005 0:00,Resolved,S24_2972,Toys4GrownUps.com,USA,NA,10036
2/10/2005 0:00,Shipped,S24_2972,Euro Shopping Channel,Spain,EMEA,11712
3/4/2005 0:00,Shipped,S24_2972,Mini Gifts Distributors Ltd.,USA,NA,9788
4/14/2005 0:00,Shipped,S24_2972,Mini Caravy,France,EMEA,4188
5/17/2005 0:00,Shipped,S24_2972,Salzburg Collectables,Austria,EMEA,1280
2/11/2003 0:00,Shipped,S24_3151,Danish Wholesale Imports,Denmark,EMEA,6386
4/28/2003 0:00,Shipped,S24_3151,Salzburg Collectables,Austria,EMEA,6132
6/12/2003 0:00,Shipped,S24_3151,"Stylish Desk Decors, Co.",UK,EMEA,7766
8/8/2003 0:00,Shipped,S24_3151,Mini Gifts Distributors Ltd.,USA,NA,9628
10/2/2003 0:00,Shipped,S24_3151,Boards & Toys Co.,USA,NA,5652
10/23/2003 0:00,Cancelled,S24_3151,Scandinavian Gift Ideas,Sweden,EMEA,3186
11/7/2003 0:00,Shipped,S24_3151,CAF Imports,Spain,EMEA,6532
11/14/2003 0:00,Shipped,S24_3151,Mini Creations Ltd.,USA,NA,4906
11/26/2003 0:00,Shipped,S24_3151,Enaco Distributors,Spain,EMEA,7820
1/2/2004 0:00,Shipped,S24_3151,"Saveley & Henriot, Co.",France,EMEA,3576
2/19/2004 0:00,Shipped,S24_3151,Collectable Mini Designs Co.,USA,NA,6656
3/29/2004 0:00,Shipped,S24_3151,Tekni Collectables Inc.,USA,NA,7576
5/7/2004 0:00,Cancelled,S24_3151,Land of Toys Inc.,USA,NA,6106
6/17/2004 0:00,Shipped,S24_3151,Quebec Home Shopping Network,Canada,NA,4010
7/21/2004 0:00,Shipped,S24_3151,Petit Auto,Belgium,EMEA,5592
8/20/2004 0:00,Shipped,S24_3151,"Royal Canadian Collectables, Ltd.",Canada,NA,6318
9/10/2004 0:00,Shipped,S24_3151,Gifts4AllAges.com,USA,NA,7816
10/14/2004 0:00,Shipped,S24_3151,"AV Stores, Co.",UK,EMEA,5212
10/29/2004 0:00,Shipped,S24_3151,La Rochelle Gifts,France,EMEA,4162
11/9/2004 0:00,Shipped,S24_3151,"Volvo Model Replicas, Co",Sweden,EMEA,7038
11/23/2004 0:00,Shipped,S24_3151,"Tokyo Collectables, Ltd",Japan,Japan,21516
12/2/2004 0:00,Shipped,S24_3151,Euro Shopping Channel,Spain,EMEA,6042
1/31/2005 0:00,Shipped,S24_3151,"Oulu Toy Supplies, Inc.",Finland,EMEA,3782
2/23/2005 0:00,Shipped,S24_3151,Corporate Gift Ideas Co.,USA,NA,8416
3/23/2005 0:00,Shipped,S24_3151,Mini Gifts Distributors Ltd.,USA,NA,4492
5/6/2005 0:00,On Hold,S24_3151,Gifts4AllAges.com,USA,NA,12214
3/18/2003 0:00,Shipped,S24_3191,"AV Stores, Co.",UK,EMEA,3974
5/21/2003 0:00,Shipped,S24_3191,Signal Gift Stores,USA,NA,8136
9/11/2003 0:00,Shipped,S24_3191,"Anna's Decorations, Ltd",Australia,APAC,4564
10/17/2003 0:00,Shipped,S24_3191,Heintze Collectables,Denmark,EMEA,3082
11/5/2003 0:00,Shipped,S24_3191,Gift Depot Inc.,USA,NA,3902
11/12/2003 0:00,Shipped,S24_3191,Mini Gifts Distributors Ltd.,USA,NA,6214
11/20/2003 0:00,Shipped,S24_3191,Online Diecast Creations Co.,USA,NA,4656
12/2/2003 0:00,Shipped,S24_3191,Muscle Machine Inc,USA,NA,6368
1/16/2004 0:00,Shipped,S24_3191,Euro Shopping Channel,Spain,EMEA,4298
3/2/2004 0:00,Shipped,S24_3191,"Saveley & Henriot, Co.",France,EMEA,6368
4/13/2004 0:00,Shipped,S24_3191,Mini Caravy,France,EMEA,4228
7/7/2004 0:00,Shipped,S24_3191,Muscle Machine Inc,USA,NA,8512
8/9/2004 0:00,Shipped,S24_3191,Euro Shopping Channel,Spain,EMEA,4688
9/1/2004 0:00,Shipped,S24_3191,Handji Gifts& Co,Singapore,APAC,4656
10/6/2003 0:00,Shipped,S24_3191,"UK Collectables, Ltd.",UK,EMEA,7150
10/16/2004 0:00,Shipped,S24_3191,Euro Shopping Channel,Spain,EMEA,4152
11/4/2004 0:00,Shipped,S24_3191,FunGiftIdeas.com,USA,NA,6610
11/17/2004 0:00,Shipped,S24_3191,"AV Stores, Co.",UK,EMEA,3076
11/29/2004 0:00,Shipped,S24_3191,Signal Gift Stores,USA,NA,6650
1/19/2005 0:00,Shipped,S24_3191,Mini Gifts Distributors Ltd.,USA,NA,7324
2/16/2005 0:00,Shipped,S24_3191,Euro Shopping Channel,Spain,EMEA,6956
4/22/2005 0:00,On Hold,S24_3191,The Sharp Gifts Warehouse,USA,NA,2114
5/29/2005 0:00,In Process,S24_3191,Souveniers And Things Co.,Australia,APAC,6770
3/3/2003 0:00,Shipped,S24_3371,Cruz & Sons Co.,Philippines,Japan,3784
5/8/2003 0:00,Shipped,S24_3371,Marseille Mini Autos,France,EMEA,3414
7/2/2003 0:00,Shipped,S24_3371,Mini Gifts Distributors Ltd.,USA,NA,3570
9/5/2003 0:00,Shipped,S24_3371,Collectables For Less Inc.,USA,NA,4114
10/10/2003 0:00,Shipped,S24_3371,Corporate Gift Ideas Co.,USA,NA,6980
11/4/2003 0:00,Shipped,S24_3371,"Anna's Decorations, Ltd",Australia,APAC,3414
11/12/2003 0:00,Shipped,S24_3371,Herkku Gifts,Norway,EMEA,3012
11/20/2003 0:00,Shipped,S24_3371,"Toms Spezialitten, Ltd",Germany,EMEA,5760
12/2/2003 0:00,Shipped,S24_3371,Euro Shopping Channel,Spain,EMEA,4412
1/15/2004 0:00,Shipped,S24_3371,Auto Canal Petit,France,EMEA,4702
2/22/2004 0:00,Shipped,S24_3371,"Vida Sport, Ltd",Switzerland,EMEA,2410
4/9/2004 0:00,Shipped,S24_3371,Danish Wholesale Imports,Denmark,EMEA,5870
6/1/2004 0:00,Cancelled,S24_3371,"UK Collectables, Ltd.",UK,EMEA,2526
7/6/2004 0:00,Shipped,S24_3371,L'ordine Souveniers,Italy,EMEA,5870
8/2/2004 0:00,Shipped,S24_3371,Online Mini Collectables,USA,NA,2448
8/30/2004 0:00,Shipped,S24_3371,"Vida Sport, Ltd",Switzerland,EMEA,2718
10/4/2003 0:00,Shipped,S24_3371,"Blauer See Auto, Co.",Germany,EMEA,3644
10/16/2004 0:00,Shipped,S24_3371,"Toms Spezialitten, Ltd",Germany,EMEA,4326
11/3/2004 0:00,Shipped,S24_3371,"Volvo Model Replicas, Co",Sweden,EMEA,3182
11/17/2004 0:00,Shipped,S24_3371,Motor Mint Distributors Inc.,USA,NA,6156
11/24/2004 0:00,Shipped,S24_3371,"Australian Collectors, Co.",Australia,APAC,5994
12/7/2004 0:00,Shipped,S24_3371,Euro Shopping Channel,Spain,EMEA,5494
1/6/2005 0:00,Shipped,S24_3371,Suominen Souveniers,Finland,EMEA,4894
2/10/2005 0:00,Shipped,S24_3371,Euro Shopping Channel,Spain,EMEA,3820
3/4/2005 0:00,Shipped,S24_3371,Mini Gifts Distributors Ltd.,USA,NA,4860
5/17/2005 0:00,Shipped,S24_3371,Salzburg Collectables,Austria,EMEA,5792
2/17/2003 0:00,Shipped,S24_3420,Rovelli Gifts,Italy,EMEA,3260
4/28/2003 0:00,Shipped,S24_3420,Salzburg Collectables,Austria,EMEA,2918
6/16/2003 0:00,Shipped,S24_3420,Gift Ideas Corp.,USA,NA,3432
8/10/2003 0:00,Shipped,S24_3420,Mini Creations Ltd.,USA,NA,5120
10/6/2003 0:00,Shipped,S24_3420,"Toys of Finland, Co.",Finland,EMEA,3800
10/23/2003 0:00,Cancelled,S24_3420,Scandinavian Gift Ideas,Sweden,EMEA,4038
11/8/2003 0:00,Shipped,S24_3420,Alpha Cognac,France,EMEA,3976
11/14/2003 0:00,Shipped,S24_3420,"Double Decker Gift Stores, Ltd",UK,EMEA,2898
11/27/2003 0:00,Shipped,S24_3420,Cruz & Sons Co.,Philippines,Japan,3870
1/9/2004 0:00,Shipped,S24_3420,"Men 'R' US Retailers, Ltd.",USA,NA,5586
2/19/2004 0:00,Shipped,S24_3420,Collectable Mini Designs Co.,USA,NA,6050
5/8/2004 0:00,Shipped,S24_3420,Cambridge Collectables Co.,USA,NA,3484
6/24/2004 0:00,Cancelled,S24_3420,Euro Shopping Channel,Spain,EMEA,6472
7/21/2004 0:00,Shipped,S24_3420,Collectables For Less Inc.,USA,NA,3470
8/21/2004 0:00,Shipped,S24_3420,"Norway Gifts By Mail, Co.",Norway,EMEA,5590
9/15/2004 0:00,Shipped,S24_3420,"Bavarian Collectables Imports, Co.",Germany,EMEA,3342
10/14/2004 0:00,Shipped,S24_3420,"Classic Gift Ideas, Inc",USA,NA,3152
11/1/2004 0:00,Shipped,S24_3420,giftsbymail.co.uk,UK,EMEA,7230
11/12/2004 0:00,Shipped,S24_3420,Rovelli Gifts,Italy,EMEA,2918
11/23/2004 0:00,Shipped,S24_3420,"Tokyo Collectables, Ltd",Japan,Japan,5782
12/3/2004 0:00,Shipped,S24_3420,"Stylish Desk Decors, Co.",UK,EMEA,5196
12/17/2004 0:00,Shipped,S24_3420,Souveniers And Things Co.,Australia,APAC,7742
1/31/2005 0:00,Shipped,S24_3420,"Oulu Toy Supplies, Inc.",Finland,EMEA,6072
3/1/2005 0:00,Resolved,S24_3420,Euro Shopping Channel,Spain,EMEA,4462
3/30/2005 0:00,Shipped,S24_3420,Reims Collectables,France,EMEA,4872
4/1/2005 0:00,Shipped,S24_3420,The Sharp Gifts Warehouse,USA,NA,4346
5/9/2005 0:00,Disputed,S24_3420,"Australian Collectables, Ltd",Australia,APAC,2508
3/18/2003 0:00,Shipped,S24_3432,"AV Stores, Co.",UK,EMEA,7448
5/21/2003 0:00,Shipped,S24_3432,Signal Gift Stores,USA,NA,10406
9/11/2003 0:00,Shipped,S24_3432,"Anna's Decorations, Ltd",Australia,APAC,6938
10/17/2003 0:00,Shipped,S24_3432,Heintze Collectables,Denmark,EMEA,6296
11/5/2003 0:00,Shipped,S24_3432,Gift Depot Inc.,USA,NA,4334
11/12/2003 0:00,Shipped,S24_3432,Mini Gifts Distributors Ltd.,USA,NA,12488
11/20/2003 0:00,Shipped,S24_3432,Online Diecast Creations Co.,USA,NA,11132
12/2/2003 0:00,Shipped,S24_3432,Muscle Machine Inc,USA,NA,8736
1/16/2004 0:00,Shipped,S24_3432,Euro Shopping Channel,Spain,EMEA,8078
2/26/2004 0:00,Shipped,S24_3432,Collectable Mini Designs Co.,USA,NA,8840
4/13/2004 0:00,Shipped,S24_3432,Mini Caravy,France,EMEA,4682
7/7/2004 0:00,Shipped,S24_3432,Muscle Machine Inc,USA,NA,10220
8/9/2004 0:00,Shipped,S24_3432,Euro Shopping Channel,Spain,EMEA,12336
9/1/2004 0:00,Shipped,S24_3432,Handji Gifts& Co,Singapore,APAC,9746
10/5/2003 0:00,Shipped,S24_3432,"Norway Gifts By Mail, Co.",Norway,EMEA,4240
10/16/2004 0:00,Shipped,S24_3432,Euro Shopping Channel,Spain,EMEA,8472
11/4/2004 0:00,Shipped,S24_3432,FunGiftIdeas.com,USA,NA,3776
11/17/2004 0:00,Shipped,S24_3432,"AV Stores, Co.",UK,EMEA,2304
11/29/2004 0:00,Shipped,S24_3432,Signal Gift Stores,USA,NA,4984
1/19/2005 0:00,Shipped,S24_3432,Mini Gifts Distributors Ltd.,USA,NA,3982
2/16/2005 0:00,Shipped,S24_3432,Euro Shopping Channel,Spain,EMEA,7906
4/22/2005 0:00,On Hold,S24_3432,The Sharp Gifts Warehouse,USA,NA,7458
5/29/2005 0:00,In Process,S24_3432,Souveniers And Things Co.,Australia,APAC,5234
2/11/2003 0:00,Shipped,S24_3816,Danish Wholesale Imports,Denmark,EMEA,7966
4/28/2003 0:00,Shipped,S24_3816,Salzburg Collectables,Austria,EMEA,6338
6/12/2003 0:00,Shipped,S24_3816,"Stylish Desk Decors, Co.",UK,EMEA,7798
8/10/2003 0:00,Shipped,S24_3816,Mini Creations Ltd.,USA,NA,3702
10/6/2003 0:00,Shipped,S24_3816,"Toys of Finland, Co.",Finland,EMEA,5026
10/23/2003 0:00,Cancelled,S24_3816,Scandinavian Gift Ideas,Sweden,EMEA,4862
11/8/2003 0:00,Shipped,S24_3816,Alpha Cognac,France,EMEA,3028
11/14/2003 0:00,Shipped,S24_3816,"Double Decker Gift Stores, Ltd",UK,EMEA,6158
11/26/2003 0:00,Shipped,S24_3816,Enaco Distributors,Spain,EMEA,3800
1/9/2004 0:00,Shipped,S24_3816,"Men 'R' US Retailers, Ltd.",USA,NA,3948
2/19/2004 0:00,Shipped,S24_3816,Collectable Mini Designs Co.,USA,NA,7406
5/7/2004 0:00,Cancelled,S24_3816,Land of Toys Inc.,USA,NA,3510
6/24/2004 0:00,Cancelled,S24_3816,Euro Shopping Channel,Spain,EMEA,8546
7/21/2004 0:00,Shipped,S24_3816,Petit Auto,Belgium,EMEA,7968
8/20/2004 0:00,Shipped,S24_3816,"Royal Canadian Collectables, Ltd.",Canada,NA,4814
9/15/2004 0:00,Shipped,S24_3816,"Bavarian Collectables Imports, Co.",Germany,EMEA,3394
10/14/2004 0:00,Shipped,S24_3816,"Classic Gift Ideas, Inc",USA,NA,4022
11/1/2004 0:00,Shipped,S24_3816,giftsbymail.co.uk,UK,EMEA,4612
11/9/2004 0:00,Shipped,S24_3816,"Volvo Model Replicas, Co",Sweden,EMEA,3690
11/23/2004 0:00,Shipped,S24_3816,"Tokyo Collectables, Ltd",Japan,Japan,4986
12/2/2004 0:00,Shipped,S24_3816,Euro Shopping Channel,Spain,EMEA,3016
1/31/2005 0:00,Shipped,S24_3816,"Oulu Toy Supplies, Inc.",Finland,EMEA,4788
2/28/2005 0:00,Shipped,S24_3816,Mini Gifts Distributors Ltd.,USA,NA,6328
3/23/2005 0:00,Shipped,S24_3816,Mini Gifts Distributors Ltd.,USA,NA,6702
4/1/2005 0:00,Shipped,S24_3816,The Sharp Gifts Warehouse,USA,NA,6128
5/6/2005 0:00,On Hold,S24_3816,Gifts4AllAges.com,USA,NA,7782
3/3/2003 0:00,Shipped,S24_3856,Cruz & Sons Co.,Philippines,Japan,10896
5/8/2003 0:00,Shipped,S24_3856,Marseille Mini Autos,France,EMEA,10988
7/2/2003 0:00,Shipped,S24_3856,Mini Gifts Distributors Ltd.,USA,NA,12672
9/5/2003 0:00,Shipped,S24_3856,Collectables For Less Inc.,USA,NA,5812
10/11/2003 0:00,Shipped,S24_3856,"Men 'R' US Retailers, Ltd.",USA,NA,9534
11/4/2003 0:00,Shipped,S24_3856,Mini Auto Werke,Austria,EMEA,7638
11/12/2003 0:00,Shipped,S24_3856,Herkku Gifts,Norway,EMEA,7722
11/20/2003 0:00,Shipped,S24_3856,Online Diecast Creations Co.,USA,NA,12638
12/2/2003 0:00,Shipped,S24_3856,Euro Shopping Channel,Spain,EMEA,13992
1/16/2004 0:00,Shipped,S24_3856,Euro Shopping Channel,Spain,EMEA,13898
2/22/2004 0:00,Shipped,S24_3856,"Vida Sport, Ltd",Switzerland,EMEA,9100
4/12/2004 0:00,Shipped,S24_3856,"Oulu Toy Supplies, Inc.",Finland,EMEA,8958
6/1/2004 0:00,Cancelled,S24_3856,"UK Collectables, Ltd.",UK,EMEA,10296
7/6/2004 0:00,Shipped,S24_3856,L'ordine Souveniers,Italy,EMEA,5864
8/6/2004 0:00,Shipped,S24_3856,Signal Gift Stores,USA,NA,6318
8/30/2004 0:00,Shipped,S24_3856,"Vida Sport, Ltd",Switzerland,EMEA,8594
10/5/2003 0:00,Shipped,S24_3856,"Norway Gifts By Mail, Co.",Norway,EMEA,15446
10/16/2004 0:00,Shipped,S24_3856,"Toms Spezialitten, Ltd",Germany,EMEA,10994
11/4/2004 0:00,Shipped,S24_3856,FunGiftIdeas.com,USA,NA,8104
11/17/2004 0:00,Shipped,S24_3856,Motor Mint Distributors Inc.,USA,NA,6270
11/24/2004 0:00,Shipped,S24_3856,"Australian Collectors, Co.",Australia,APAC,10026
12/7/2004 0:00,Shipped,S24_3856,Euro Shopping Channel,Spain,EMEA,10604
1/6/2005 0:00,Shipped,S24_3856,Suominen Souveniers,Finland,EMEA,5862
2/10/2005 0:00,Shipped,S24_3856,Euro Shopping Channel,Spain,EMEA,3514
3/4/2005 0:00,Shipped,S24_3856,Mini Gifts Distributors Ltd.,USA,NA,13526
4/14/2005 0:00,Shipped,S24_3856,Mini Caravy,France,EMEA,23478
5/17/2005 0:00,Shipped,S24_3856,Salzburg Collectables,Austria,EMEA,18480
2/17/2003 0:00,Shipped,S24_3949,Rovelli Gifts,Italy,EMEA,6482
4/28/2003 0:00,Shipped,S24_3949,Salzburg Collectables,Austria,EMEA,3936
6/16/2003 0:00,Shipped,S24_3949,Gift Ideas Corp.,USA,NA,8188
8/10/2003 0:00,Shipped,S24_3949,Mini Creations Ltd.,USA,NA,3706
10/6/2003 0:00,Shipped,S24_3949,"Toys of Finland, Co.",Finland,EMEA,6784
10/28/2003 0:00,Shipped,S24_3949,Technics Stores Inc.,USA,NA,3942
11/8/2003 0:00,Shipped,S24_3949,Alpha Cognac,France,EMEA,4338
11/27/2003 0:00,Shipped,S24_3949,Cruz & Sons Co.,Philippines,Japan,5692
1/12/2004 0:00,Shipped,S24_3949,Osaka Souveniers Co.,Japan,Japan,4036
2/19/2004 0:00,Shipped,S24_3949,Collectable Mini Designs Co.,USA,NA,5436
4/2/2004 0:00,Shipped,S24_3949,"Royal Canadian Collectables, Ltd.",Canada,NA,3962
5/11/2004 0:00,Shipped,S24_3949,The Sharp Gifts Warehouse,USA,NA,6004
6/24/2004 0:00,Cancelled,S24_3949,Euro Shopping Channel,Spain,EMEA,5896
7/23/2004 0:00,Shipped,S24_3949,La Rochelle Gifts,France,EMEA,6714
8/21/2004 0:00,Shipped,S24_3949,"Norway Gifts By Mail, Co.",Norway,EMEA,2350
9/15/2004 0:00,Shipped,S24_3949,"Bavarian Collectables Imports, Co.",Germany,EMEA,4584
10/15/2004 0:00,Shipped,S24_3949,Mini Classics,USA,NA,6572
11/1/2004 0:00,Shipped,S24_3949,giftsbymail.co.uk,UK,EMEA,4666
11/12/2004 0:00,Shipped,S24_3949,Rovelli Gifts,Italy,EMEA,5350
11/23/2004 0:00,Shipped,S24_3949,"Tokyo Collectables, Ltd",Japan,Japan,8722
12/3/2004 0:00,Shipped,S24_3949,"Stylish Desk Decors, Co.",UK,EMEA,4036
12/17/2004 0:00,Shipped,S24_3949,Souveniers And Things Co.,Australia,APAC,7420
1/31/2005 0:00,Shipped,S24_3949,"Oulu Toy Supplies, Inc.",Finland,EMEA,5694
3/1/2005 0:00,Resolved,S24_3949,Euro Shopping Channel,Spain,EMEA,6012
3/30/2005 0:00,Shipped,S24_3949,Reims Collectables,France,EMEA,5594
4/3/2005 0:00,On Hold,S24_3949,Tekni Collectables Inc.,USA,NA,7686
5/10/2005 0:00,Shipped,S24_3949,L'ordine Souveniers,Italy,EMEA,2702
1/6/2003 0:00,Shipped,S24_3969,Online Diecast Creations Co.,USA,NA,3378
3/18/2003 0:00,Shipped,S24_3969,"AV Stores, Co.",UK,EMEA,3308
5/21/2003 0:00,Shipped,S24_3969,Signal Gift Stores,USA,NA,3056
9/12/2003 0:00,Shipped,S24_3969,Signal Collectibles Ltd.,USA,NA,2026
10/18/2003 0:00,Shipped,S24_3969,Corporate Gift Ideas Co.,USA,NA,2884
11/5/2003 0:00,Shipped,S24_3969,Rovelli Gifts,Italy,EMEA,2326
11/12/2003 0:00,Shipped,S24_3969,Mini Gifts Distributors Ltd.,USA,NA,1942
11/21/2003 0:00,Shipped,S24_3969,"Australian Collectables, Ltd",Australia,APAC,1804
12/2/2003 0:00,Shipped,S24_3969,Muscle Machine Inc,USA,NA,2590
1/26/2004 0:00,Shipped,S24_3969,"Corrida Auto Replicas, Ltd",Spain,EMEA,3068
3/2/2004 0:00,Shipped,S24_3969,"Saveley & Henriot, Co.",France,EMEA,2370
4/20/2004 0:00,Shipped,S24_3969,Microscale Inc.,USA,NA,3396
8/17/2004 0:00,Shipped,S24_3969,Amica Models & Co.,Italy,EMEA,2762
9/1/2004 0:00,Shipped,S24_3969,Handji Gifts& Co,Singapore,APAC,2680
10/6/2004 0:00,Shipped,S24_3969,"Iberia Gift Imports, Corp.",Spain,EMEA,1930
10/21/2004 0:00,Shipped,S24_3969,Mini Gifts Distributors Ltd.,USA,NA,2186
11/17/2004 0:00,Shipped,S24_3969,"AV Stores, Co.",UK,EMEA,6332
11/29/2004 0:00,Shipped,S24_3969,Signal Gift Stores,USA,NA,4286
1/19/2005 0:00,Shipped,S24_3969,Mini Gifts Distributors Ltd.,USA,NA,3434
2/16/2005 0:00,Shipped,S24_3969,Euro Shopping Channel,Spain,EMEA,8172
4/22/2005 0:00,Shipped,S24_3969,"Tokyo Collectables, Ltd",Japan,Japan,1106
5/29/2005 0:00,In Process,S24_3969,Souveniers And Things Co.,Australia,APAC,1304
1/31/2003 0:00,Shipped,S24_4048,Euro Shopping Channel,Spain,EMEA,5842
4/4/2003 0:00,Shipped,S24_4048,Classic Legends Inc.,USA,NA,11136
6/3/2003 0:00,Shipped,S24_4048,Muscle Machine Inc,USA,NA,3878
8/1/2003 0:00,Shipped,S24_4048,Suominen Souveniers,Finland,EMEA,7568
9/25/2003 0:00,Shipped,S24_4048,"Australian Gift Network, Co",Australia,APAC,5604
10/22/2003 0:00,Shipped,S24_4048,"Dragon Souveniers, Ltd.",Singapore,Japan,4768
11/6/2003 0:00,Shipped,S24_4048,L'ordine Souveniers,Italy,EMEA,5830
11/14/2003 0:00,Shipped,S24_4048,"Iberia Gift Imports, Corp.",Spain,EMEA,11590
